System params: f_X=0.1, f_Y=0.9, A_X=1, A_Y=0.5, phi=0, dt=0.01, N=1000

t	X	Y	Z
0.0	1.0	0.0	1.0
0.01001001001	0.999980221319	0.0565750491838	1.0565552705
0.02002002002	0.999920886057	0.112968871429	1.11288975749
0.03003003003	0.999821996562	0.169000820322	1.16882281688
0.04004004004	0.999683556747	0.224491408638	1.22417496538
0.0500500500501	0.999505572086	0.279262883293	1.27876845538
0.0600600600601	0.99928804962	0.333139794742	1.33242784436
0.0700700700701	0.999030997955	0.385949558995	1.38498055695
0.0800800800801	0.998734427259	0.437523010457	1.43625743772
0.0900900900901	0.998398349262	0.487694943814	1.48609329308
0.1001001001	0.99802277726	0.536304643237	1.5343274205
0.11011011011	0.99760772611	0.583196397206	1.58080412332
0.12012012012	0.997153212228	0.628219997296	1.62537320952
0.13013013013	0.996659253595	0.671231219341	1.66789047294
0.14014014014	0.996125869751	0.712092285431	1.70821815518
0.15015015015	0.995553081795	0.750672305253	1.74622538705
0.16016016016	0.994940912384	0.786847695372	1.78178860776
0.17017017017	0.994289385735	0.820502575107	1.81479196084
0.18018018018	0.99359852762	0.851529137733	1.84512766535
0.19019019019	0.992868365367	0.879827995816	1.87269636118
0.2002002002	0.992098927861	0.905308499583	1.89740742744
0.21021021021	0.991290245538	0.927889027297	1.91917927283
0.22022022022	0.990442350387	0.94749724672	1.93793959711
0.23023023023	0.989555275949	0.964070346816	1.95362562276
0.24024024024	0.988629057313	0.977555238948	1.96618429626
0.25025025025	0.98766373112	0.98790872694	1.97557245806
0.26026026026	0.986659335554	0.99509764545	1.981756981
0.27027027027	0.985615910348	0.999098966205	1.98471487655
0.28028028028	0.984533496775	0.999899871767	1.98443336854
0.29029029029	0.983412137654	0.997497796594	1.98090993425
0.3003003003	0.982251877342	0.991900435259	1.9741523126
0.31031031031	0.981052761736	0.983125717796	1.96417847953
0.32032032032	0.979814838271	0.97120175227	1.95101659054
0.33033033033	0.978538155914	0.956166734739	1.93470489065
0.34034034034	0.977222765169	0.938068826896	1.91529159207
0.35035035035	0.975868718069	0.916966001796	1.89283471987
0.36036036036	0.974476068176	0.89292585815	1.86740192633
0.37037037037	0.97304487058	0.866025403784	1.83907027436
0.38038038038	0.971575181895	0.836350808966	1.80792599086
0.39039039039	0.970067060258	0.803997130367	1.77406419062
0.4004004004	0.968520565327	0.769068006574	1.7375885719
0.41041041041	0.966935758276	0.731675326102	1.69861108438
0.42042042042	0.965312701797	0.691938868978	1.65725157077
0.43043043043	0.963651460093	0.649985923054	1.61363738315
0.44044044044	0.96195209888	0.605950876264	1.56790297514
0.45045045045	0.960214685378	0.559974786138	1.52018947152
0.46046046046	0.958439288315	0.512204927953	1.47064421627
0.47047047047	0.956625977922	0.462794322967	1.41942030089
0.48048048048	0.954774825929	0.411901248244	1.36667607417
0.49049049049	0.952885905561	0.359688729645	1.31257463521
0.500500500501	0.95095929154	0.306324019607	1.25728331115
0.510510510511	0.948995060078	0.251978061385	1.20097312146
0.520520520521	0.946993288874	0.196824941468	1.14381823034
0.530530530531	0.944954057113	0.141041331925	1.08599538904
0.540540540541	0.942877445461	0.0848059244755	1.02768336994
0.550550550551	0.940763536065	0.0282988580831	0.969062394148
0.560560560561	0.938612412544	-0.0282988580831	0.910313554461
0.570570570571	0.936424159991	-0.0848059244755	0.851618235516
0.580580580581	0.934198864969	-0.141041331925	0.793157533044
0.590590590591	0.931936615503	-0.196824941468	0.735111674035
0.600600600601	0.929637501083	-0.251978061385	0.677659439698
0.610610610611	0.927301612655	-0.306324019607	0.620977593048
0.620620620621	0.92492904262	-0.359688729645	0.565240312976
0.630630630631	0.922519884832	-0.411901248244	0.510618636588
0.640640640641	0.920074234591	-0.462794322967	0.457279911624
0.650650650651	0.917592188639	-0.512204927953	0.405387260686
0.660660660661	0.915073845161	-0.559974786138	0.355099059023
0.670670670671	0.912519303774	-0.605950876264	0.306568427511
0.680680680681	0.909928665531	-0.649985923054	0.259942742477
0.690690690691	0.907302032909	-0.691938868978	0.215363163931
0.700700700701	0.904639509812	-0.731675326102	0.17296418371
0.710710710711	0.901941201561	-0.769068006574	0.132873194987
0.720720720721	0.899207214896	-0.803997130367	0.0952100845289
0.730730730731	0.896437657964	-0.836350808966	0.0600868489986
0.740740740741	0.893632640323	-0.866025403784	0.027607236539
0.750750750751	0.890792272932	-0.89292585815	-0.00213358521754
0.760760760761	0.887916668148	-0.916966001796	-0.0290493336483
0.770770770771	0.885005939722	-0.938068826896	-0.0530628871745
0.780780780781	0.882060202795	-0.956166734739	-0.0741065319444
0.790790790791	0.879079573893	-0.97120175227	-0.0921221783777
