System params: f_X=1.5, f_Y=1, A_X=1, A_Y=0.5, phi=0, dt=0.01, N=1000

t	X	Y	Z
0.0	1.0	0.0	1.0
0.01001001001	0.995553081795	0.0628532900445	1.05840637184
0.02002002002	0.982251877342	0.12545803018	1.10770990752
0.03003003003	0.960214685378	0.187566653376	1.14778133875
0.04004004004	0.929637501083	0.248933554467	1.17857105555
0.0500500500501	0.890792272932	0.309316061389	1.20010833432
0.0600600600601	0.84402448403	0.36847539481	1.21249987884
0.0700700700701	0.78975007944	0.426177612372	1.21592769181
0.0800800800801	0.728451766839	0.482194533802	1.21064630064
0.0900900900901	0.66067472339	0.536304643237	1.19697936663
0.1001001001	0.587021747031	0.588293965201	1.17531571223
0.11011011011	0.508147895284	0.637956910753	1.14610480604
0.12012012012	0.424754659284	0.685097090484	1.10985174977
0.13013013013	0.33758372483	0.729528091122	1.06711181595
0.14014014014	0.247410375952	0.771074212699	1.01848458865
0.15015015015	0.155036599664	0.809571163341	0.964607763005
0.16016016016	0.0612839532213	0.844866708956	0.906150662177
0.17017017017	-0.0330137426761	0.876821275233	0.843807532557
0.18018018018	-0.127017819747	0.905308499583	0.778290679836
0.19019019019	-0.219892221108	0.930215730829	0.710323509721
0.2002002002	-0.310810937026	0.951444474683	0.640633537657
0.21021021021	-0.398965351315	0.968910783236	0.569945431921
0.22022022022	-0.483571433037	0.982545586923	0.498974153886
0.23023023023	-0.56387670954	0.992294967655	0.428418258115
0.24024024024	-0.639166958833	0.998120372038	0.358953413205
0.25025025025	-0.708772561755	0.999998763829	0.291226202074
0.26026026026	-0.77207445746	0.997922715028	0.225848257568
0.27027027027	-0.828509649244	0.991900435259	0.163390786015
0.28028028028	-0.877576211743	0.981955739298	0.104379527555
0.29029029029	-0.918837754976	0.968127952902	0.0492901979259
0.3003003003	-0.951927305529	0.9504717573	-0.00145554822902
0.31031031031	-0.976550570352	0.929056972954	-0.0474935973975
0.32032032032	-0.992488554155	0.903968283462	-0.0885202706931
0.33033033033	-0.999599507118	0.875304900678	-0.124294606441
0.34034034034	-0.997820185589	0.843180172386	-0.154640013203
0.35035035035	-0.987166414562	0.807721134074	-0.179445280488
0.36036036036	-0.967732946933	0.769068006574	-0.198664940359
0.37037037037	-0.939692620786	0.727373641573	-0.212318979213
0.38038038038	-0.903294822193	0.682802917163	-0.22049190503
0.39039039039	-0.85886326722	0.635532085844	-0.223331181376
0.4004004004	-0.80679312285	0.585748077542	-0.221045045308
0.41041041041	-0.747547492428	0.533647760402	-0.213899732026
0.42042042042	-0.6816532969	0.479437162289	-0.202216134611
0.43043043043	-0.609696588459	0.423330656057	-0.186365932403
0.44044044044	-0.532317338301	0.365550111825	-0.166767226476
0.45045045045	-0.450203744818	0.306324019607	-0.143879725211
0.46046046046	-0.364086112876	0.245886585754	-0.118199527122
0.47047047047	-0.274730358608	0.184476806803	-0.0902535518041
0.48048048048	-0.182931197472	0.122337524378	-0.0605936730939
0.49049049049	-0.0895050761925	0.0597144648832	-0.0297906113093
0.500500500501	0.00471708859303	-0.00314473220774	0.0015723563853
0.510510510511	0.0988973003642	-0.0659914936266	0.0329058067376
0.520520520521	0.192197935725	-0.128577295282	0.0636206404427
0.530530530531	0.283789194086	-0.190654645033	0.093134549053
0.540540540541	0.37285647778	-0.251978061385	0.120878416395
0.550550550551	0.458607636956	-0.312305044231	0.146302592725
0.560560560561	0.540280014833	-0.371397033808	0.168882981025
